33488192;0;24
32371392;15;32
30552768;14;32
28734144;13;32
11866816;3;32
58816;0;33
15533504;8;33
16229824;9;33
16926144;10;33
3755392;1;35
8924544;2;35
12864192;4;35
13519552;5;35
14174912;6;35
14830272;7;35
20622720;11;35
25791872;12;35
27098752;12;36
21929600;11;36
17503552;10;36
16807232;9;36
16110912;8;36
15403776;7;36
14748416;6;36
14093056;5;36
13437696;4;36
10231424;2;36
5062272;1;36
636224;0;36
12722368;3;37
29589696;13;37
31408320;14;37
33226944;15;37
17503872;10;42
16807552;9;42
16111232;8;42
15404096;7;42
14748736;6;42
14093376;5;42
13438016;4;42
636544;0;42
634816;0;43
5067776;1;43
10236928;2;43
12723584;3;43
13436416;4;43
14091776;5;43
14747136;6;43
15402496;7;43
16109504;8;43
16805824;9;43
17502144;10;43
21935104;11;43
27104256;12;43
29590912;13;43
31409536;14;43
33228160;15;43
33222592;15;44
31403968;14;44
29585344;13;44
27093568;12;44
21924416;11;44
12718016;3;44
10226240;2;44
5057088;1;44
32371456;15;46
30552832;14;46
28734208;13;46
17491200;10;46
16794880;9;46
16098560;8;46
15394816;7;46
14739456;6;46
14084096;5;46
13428736;4;46
11866880;3;46
623872;0;46
58880;0;47
5043008;1;47
10212160;2;47
12710592;3;47
15533568;8;47
16229888;9;47
16926208;10;47
21910336;11;47
27079488;12;47
29577920;13;47
31396544;14;47
33215168;15;47
12864256;4;51
13519616;5;51
14174976;6;51
14830336;7;51
25791936;12;52
20622784;11;52
8924608;2;52
3755456;1;52
17003968;10;54
16307648;9;54
15611328;8;54
14908096;7;54
14252736;6;54
13597376;5;54
12942016;4;54
136640;0;54
3915200;1;55
9084352;2;55
12257728;3;55
20782528;11;55
25951680;12;55
29125056;13;55
30943680;14;55
32762304;15;55
136704;0;59
15611392;8;59
16307712;9;59
17004032;10;59
635136;0;63
12942080;4;63
13436736;4;63
13597440;5;63
14092096;5;63
14252800;6;63
14747456;6;63
14908160;7;63
15402816;7;63
16109824;8;63
16806144;9;63
17502464;10;63
33222720;15;64
31404096;14;64
29585472;13;64
27093696;12;64
21924544;11;64
17502528;10;64
16806208;9;64
16109888;8;64
15402880;7;64
14747520;6;64
14092160;5;64
13436800;4;64
12718144;3;64
10226368;2;64
5057216;1;64
635200;0;64
5058816;1;65
10227968;2;65
12257792;3;65
12719104;3;65
21926144;11;65
27095296;12;65
29125120;13;65
29586432;13;65
30943744;14;65
31405056;14;65
32762368;15;65
33223680;15;65
635584;0;67
13437120;4;67
14092480;5;67
14747840;6;67
15403200;7;67
16110272;8;67
16806592;9;67
17502912;10;67
33224512;15;68
31405888;14;68
29587264;13;68
27096640;12;68
21927488;11;68
12719936;3;68
10229312;2;68
5060160;1;68
635776;0;69
13437312;4;69
14092672;5;69
14748032;6;69
15403392;7;69
16110464;8;69
16806784;9;69
17503104;10;69
33223808;15;70
31405184;14;70
29586560;13;70
25951744;12;70
27095488;12;70
20782592;11;70
21926336;11;70
17502720;10;70
16806400;9;70
16110080;8;70
15403008;7;70
14747648;6;70
14092288;5;70
13436928;4;70
12719232;3;70
9084416;2;70
10228160;2;70
3915264;1;70
5059008;1;70
635392;0;70
635520;0;71
5056768;1;71
10225920;2;71
12717760;3;71
13437056;4;71
14092416;5;71
14747776;6;71
15403136;7;71
16110208;8;71
16806528;9;71
17502848;10;71
21924096;11;71
27093248;12;71
29585088;13;71
31403712;14;71
33222336;15;71
33224640;15;72
31406016;14;72
29587392;13;72
27096768;12;72
21927616;11;72
17503296;10;72
16806976;9;72
16110656;8;72
15403584;7;72
14748224;6;72
14092864;5;72
13437504;4;72
12720064;3;72
10229440;2;72
5060288;1;72
635968;0;72
136768;0;75
15611456;8;75
16307776;9;75
17004096;10;75
17376064;10;78
16679744;9;78
15983424;8;78
15275200;7;78
14619840;6;78
13964480;5;78
13309120;4;78
508736;0;78
4674048;1;79
9843200;2;79
12465024;3;79
21541376;11;79
26710528;12;79
29332352;13;79
31150976;14;79
32969600;15;79
14908224;7;80
14252864;6;80
13597504;5;80
12942144;4;80
32762432;15;82
30943808;14;82
29125184;13;82
27861056;12;82
22691904;11;82
17504896;10;82
16808576;9;82
16112256;8;82
15405056;7;82
14749696;6;82
14094336;5;82
13438976;4;82
12257856;3;82
10993728;2;82
5824576;1;82
637568;0;82
5070144;1;83
10239296;2;83
12724160;3;83
21937472;11;83
27106624;12;83
29591488;13;83
31410112;14;83
33228736;15;83
17004288;10;84
16307968;9;84
15611648;8;84
14908416;7;84
14253056;6;84
13597696;5;84
12942336;4;84
136960;0;84
655424;0;85
3915456;1;85
9084608;2;85
12258048;3;85
16130112;8;85
16826432;9;85
17522752;10;85
20782784;11;85
25951936;12;85
29125376;13;85
30944000;14;85
32762624;15;85
33316928;15;86
31498304;14;86
29679680;13;86
12812352;3;86
508800;0;91
15983488;8;91
16679808;9;91
17376128;10;91
32969664;15;92
31151040;14;92
29332416;13;92
12465088;3;92
15433792;7;94
14778432;6;94
14123072;5;94
13467712;4;94
637440;0;95
13438912;4;95
14094272;5;95
14749632;6;95
15404992;7;95
16112128;8;95
16808448;9;95
17504768;10;95
33228800;15;96
31410176;14;96
29591552;13;96
27106752;12;96
21937600;11;96
12724224;3;96
10239424;2;96
5070272;1;96
3915328;1;97
9084480;2;97
20782656;11;97
25951808;12;97
15275136;7;104
14619776;6;104
13964416;5;104
13309056;4;104
637504;0;121
16112192;8;121
16808512;9;121
17504832;10;121
27106688;12;122
21937536;11;122
17004160;10;122
16307840;9;122
15611520;8;122
10239360;2;122
5070208;1;122
136832;0;122
17522816;10;134
16826496;9;134
16130176;8;134
655488;0;134
5824640;1;135
10993792;2;135
12812416;3;135
22691968;11;135
27861120;12;135
29679744;13;135
31498368;14;135
33316992;15;135
12942208;4;143
13467776;4;143
13597568;5;143
14123136;5;143
14252928;6;143
14778496;6;143
14908288;7;143
15433856;7;143
32762496;15;144
30943872;14;144
29125248;13;144
12257920;3;144
3915392;1;147
9084544;2;147
20782720;11;147
25951872;12;147
17004224;10;172
16307904;9;172
15611584;8;172
136896;0;172
27861184;12;186
22692032;11;186
14908352;7;186
14252992;6;186
13597632;5;186
12942272;4;186
10993856;2;186
5824704;1;186
32762560;15;188
30943936;14;188
29125312;13;188
12257984;3;188
17522880;10;190
16826560;9;190
16130240;8;190
655552;0;190
12812480;3;191
29679808;13;191
31498432;14;191
33317056;15;191
3915520;1;193
9084672;2;193
20782848;11;193
25952000;12;193
17004352;10;198
16308032;9;198
15611712;8;198
137024;0;198
12710656;3;201
29577984;13;201
31396608;14;201
33215232;15;201
14908480;7;202
14253120;6;202
13597760;5;202
12942400;4;202
32762688;15;204
33228864;15;204
30944064;14;204
31410240;14;204
29125440;13;204
29591616;13;204
27106816;12;204
21937664;11;204
12258112;3;204
12724288;3;204
10239488;2;204
5070336;1;204
16994048;10;214
16297728;9;214
15601408;8;214
14898368;7;214
14243008;6;214
13587648;5;214
12932288;4;214
126720;0;214
3898432;1;215
9067584;2;215
12226240;3;215
20765760;11;215
25934912;12;215
29093568;13;215
30912192;14;215
32730816;15;215
16994112;10;216
16297792;9;216
15601472;8;216
126784;0;216
32371520;15;220
30552896;14;220
28734272;13;220
16926272;10;220
16229952;9;220
15533632;8;220
11866944;3;220
58944;0;220
16926464;10;222
16230144;9;222
15533824;8;222
14830592;7;222
14175232;6;222
13519872;5;222
12864512;4;222
59136;0;222
3755712;1;223
8924864;2;223
11867136;3;223
20623040;11;223
25792192;12;223
28734464;13;223
30553088;14;223
32371712;15;223
33406656;10;224
33414848;9;224
33423040;8;224
33431232;7;224
33439424;6;224
33447616;5;224
33455808;4;224
33488576;0;224
33480384;1;225
33472192;2;225
33464000;3;225
33398464;11;225
33390272;12;225
33382080;13;225
33373888;14;225
33365696;15;225
32371776;15;228
30553152;14;228
28734528;13;228
16926528;10;228
16230208;9;228
15533888;8;228
11867200;3;228
59200;0;228
16926336;10;230
16230016;9;230
15533696;8;230
14830464;7;230
14175104;6;230
13519744;5;230
12864384;4;230
59008;0;230
59072;0;231
3755584;1;231
8924736;2;231
11867072;3;231
15533760;8;231
16230080;9;231
16926400;10;231
20622912;11;231
25792064;12;231
28734400;13;231
30553024;14;231
32371648;15;231
12864448;4;235
13519808;5;235
14175168;6;235
14830528;7;235
25792128;12;236
20622976;11;236
8924800;2;236
3755648;1;236
12864576;4;301
13519936;5;301
14175296;6;301
14830656;7;301
25792256;12;302
20623104;11;302
8924928;2;302
3755776;1;302
13437440;4;303
14092800;5;303
14748160;6;303
15403520;7;303
33224704;15;304
31406080;14;304
29587456;13;304
27096960;12;304
21927808;11;304
12720128;3;304
10229632;2;304
5060480;1;304
16926592;10;306
16230272;9;306
15533952;8;306
59264;0;306
11867264;3;307
28734592;13;307
30553216;14;307
32371840;15;307
12864640;4;309
13520000;5;309
14175360;6;309
14830720;7;309
25792320;12;310
20623168;11;310
8924992;2;310
3755840;1;310
59328;0;313
11867328;3;313
15534016;8;313
16230336;9;313
16926656;10;313
28734656;13;313
30553280;14;313
32371904;15;313
16928128;10;314
16231808;9;314
15535488;8;314
14832256;7;314
14176896;6;314
13521536;5;314
12866176;4;314
60800;0;314
3757376;1;315
8926528;2;315
11868800;3;315
20624704;11;315
25793856;12;315
28736128;13;315
30554752;14;315
32373376;15;315
60160;0;319
12865536;4;319
13520896;5;319
14176256;6;319
14831616;7;319
15534848;8;319
16231168;9;319
16927488;10;319
32372736;15;320
30554112;14;320
28735488;13;320
25793216;12;320
20624064;11;320
33406144;10;320
33414336;9;320
33422528;8;320
33430720;7;320
33438912;6;320
33447104;5;320
33455296;4;320
11868160;3;320
8925888;2;320
3756736;1;320
33488064;0;320
33479872;1;321
33471680;2;321
33463488;3;321
33397952;11;321
33389760;12;321
33381568;13;321
33373376;14;321
33365184;15;321
32372800;15;324
30554176;14;324
28735552;13;324
16927552;10;324
16231232;9;324
15534912;8;324
11868224;3;324
60224;0;324
14831680;7;328
14176320;6;328
13520960;5;328
12865600;4;328
3756800;1;329
8925952;2;329
20624128;11;329
25793280;12;329
64;0;339
12853312;4;339
13508672;5;339
14164032;6;339
14819392;7;339
15474752;8;339
16171072;9;339
16867392;10;339
31539264;15;340
29720640;14;340
27902016;13;340
22732864;12;340
17563712;11;340
11034688;3;340
5865536;2;340
696384;1;340
60288;0;341
11868288;3;341
15534976;8;341
16231296;9;341
16927616;10;341
28735616;13;341
30554240;14;341
32372864;15;341
16927680;10;342
16231360;9;342
15535040;8;342
14831744;7;342
14176384;6;342
13521024;5;342
12865664;4;342
60352;0;342
3756864;1;343
8926016;2;343
11868352;3;343
20624192;11;343
25793344;12;343
28735680;13;343
30554304;14;343
32372928;15;343
128;0;351
12853376;4;351
13508736;5;351
14164096;6;351
14819456;7;351
15474816;8;351
16171136;9;351
16867456;10;351
31539328;15;352
29720704;14;352
27902080;13;352
22732928;12;352
17563776;11;352
11034752;3;352
5865600;2;352
696448;1;352
192;0;357
12853440;4;357
13508800;5;357
14164160;6;357
14819520;7;357
15474880;8;357
16171200;9;357
16867520;10;357
31539392;15;358
29720768;14;358
27902144;13;358
22732992;12;358
17563840;11;358
11034816;3;358
5865664;2;358
696512;1;358
16867584;10;360
16171264;9;360
15474944;8;360
14819584;7;360
14164224;6;360
13508864;5;360
12853504;4;360
256;0;360
696576;1;361
5865728;2;361
11034880;3;361
17563904;11;361
22733056;12;361
27902208;13;361
29720832;14;361
31539456;15;361
14831808;7;370
14176448;6;370
13521088;5;370
12865728;4;370
3756928;1;371
8926080;2;371
20624256;11;371
25793408;12;371
17000384;10;374
16304064;9;374
15607744;8;374
14904512;7;374
14249152;6;374
13593792;5;374
12938432;4;374
133056;0;374
33488000;0;375
3908864;1;375
9078016;2;375
33455232;4;375
33447040;5;375
33438848;6;375
33430656;7;375
33422464;8;375
33414272;9;375
33406080;10;375
20776192;11;375
25945344;12;375
32744768;15;376
30926144;14;376
29107520;13;376
33389696;12;376
33397888;11;376
12240192;3;376
33471616;2;376
33479808;1;376
33463424;3;377
33381504;13;377
33373312;14;377
33365120;15;377
17000448;10;378
16304128;9;378
15607808;8;378
133120;0;378
3908928;1;379
9078080;2;379
20776256;11;379
25945408;12;379
14904576;7;382
14249216;6;382
13593856;5;382
12938496;4;382
32744832;15;384
30926208;14;384
29107584;13;384
12240256;3;384
17000512;10;394
16304192;9;394
15607872;8;394
133184;0;394
3908992;1;395
9078144;2;395
20776320;11;395
25945472;12;395
14904640;7;398
14249280;6;398
13593920;5;398
12938560;4;398
32744896;15;400
30926272;14;400
29107648;13;400
12240320;3;400
17503360;10;402
16807040;9;402
16110720;8;402
15403648;7;402
14748288;6;402
14092928;5;402
13437568;4;402
636032;0;402
5062080;1;403
10231232;2;403
21929408;11;403
27098560;12;403
33226688;15;404
31408064;14;404
29589440;13;404
12722112;3;404
60416;0;407
15535104;8;407
16231424;9;407
16927744;10;407
32372992;15;408
30554368;14;408
28735744;13;408
11868416;3;408
128832;0;409
12934336;4;409
13589696;5;409
14245056;6;409
14900416;7;409
15603520;8;409
16299840;9;409
16996160;10;409
3902656;1;411
9071808;2;411
12230464;3;411
20769984;11;411
25939136;12;411
29097792;13;411
30916416;14;411
32735040;15;411
3902720;1;413
9071872;2;413
12230528;3;413
20770048;11;413
25939200;12;413
29097856;13;413
30916480;14;413
32735104;15;413
15403328;7;414
14747968;6;414
14092608;5;414
13437248;4;414
637696;0;415
13439104;4;415
14094464;5;415
14749824;6;415
15405184;7;415
16112384;8;415
16808704;9;415
17505024;10;415
33223552;15;416
31404928;14;416
29586304;13;416
27094976;12;416
21925824;11;416
12718976;3;416
10227648;2;416
5058496;1;416
128896;0;417
5070464;1;417
10239616;2;417
12724416;3;417
15603584;8;417
16299904;9;417
16996224;10;417
21937792;11;417
27106944;12;417
29591744;13;417
31410368;14;417
33228992;15;417
327680;0;421
13134144;4;421
13789504;5;421
14444864;6;421
15100224;7;421
15802368;8;421
16498688;9;421
17195008;10;421
4025152;1;423
9194304;2;423
12333632;3;423
20892480;11;423
26061632;12;423
29200960;13;423
31019584;14;423
32838208;15;423
327744;0;427
15802432;8;427
16498752;9;427
17195072;10;427
4025216;1;433
9194368;2;433
12333696;3;433
20892544;11;433
26061696;12;433
29201024;13;433
31019648;14;433
32838272;15;433
13134208;4;435
13789568;5;435
14444928;6;435
15100288;7;435
14900480;7;436
14245120;6;436
13589760;5;436
12934400;4;436
32735168;15;442
30916544;14;442
29097920;13;442
25939264;12;442
20770112;11;442
12230592;3;442
9071936;2;442
3902784;1;442
16996288;10;460
16299968;9;460
15603648;8;460
128960;0;460
12934464;4;463
13589824;5;463
14245184;6;463
14900544;7;463
3902848;1;469
9072000;2;469
20770176;11;469
25939328;12;469
32735232;15;470
30916608;14;470
29097984;13;470
12230656;3;470
12865792;4;471
13521152;5;471
14176512;6;471
14831872;7;471
3756992;1;473
8926144;2;473
20624320;11;473
25793472;12;473
637760;0;477
16112448;8;477
16808768;9;477
17505088;10;477
15416512;7;478
14761152;6;478
14105792;5;478
13450432;4;478
27664704;12;480
22495552;11;480
10797376;2;480
5628224;1;480
12799680;3;481
29667008;13;481
31485632;14;481
33304256;15;481
60480;0;483
5628288;1;483
10797440;2;483
15535168;8;483
16231488;9;483
16927808;10;483
22495616;11;483
27664768;12;483
33304320;15;484
31485696;14;484
29667072;13;484
17508224;10;484
16811904;9;484
16115584;8;484
12799744;3;484
640896;0;484
13453568;4;485
14108928;5;485
14764288;6;485
15419648;7;485
32373056;15;486
30554432;14;486
28735808;13;486
27667904;12;486
22498752;11;486
11868480;3;486
10800576;2;486
5631424;1;486
12802816;3;487
29670144;13;487
31488768;14;487
33307392;15;487
12865856;4;489
13521216;5;489
14176576;6;489
14831936;7;489
25793536;12;490
20624384;11;490
8926208;2;490
3757056;1;490
16990144;10;492
16293824;9;492
15597504;8;492
14894272;7;492
14238912;6;492
13583552;5;492
12928192;4;492
122816;0;492
25915456;12;494
20746304;11;494
9048128;2;494
3878976;1;494
12152768;3;495
29020096;13;495
30838720;14;495
32657344;15;495
122880;0;499
12928256;4;499
13583616;5;499
14238976;6;499
14894336;7;499
15597568;8;499
16293888;9;499
16990208;10;499
123072;0;501
3879040;1;501
9048192;2;501
12928448;4;501
13583808;5;501
14239168;6;501
14894528;7;501
15597760;8;501
16294080;9;501
16990400;10;501
20746368;11;501
25915520;12;501
32657408;15;502
30838784;14;502
29020160;13;502
12152832;3;502
3879232;1;503
9048384;2;503
20746560;11;503
25915712;12;503
32657600;15;504
30838976;14;504
29020352;13;504
12153024;3;504
123136;0;505
622592;0;505
12928512;4;505
13427264;4;505
13583872;5;505
14082624;5;505
14239232;6;505
14737984;6;505
14894592;7;505
15393344;7;505
15597824;8;505
16097280;8;505
16294144;9;505
16793600;9;505
16990464;10;505
17489920;10;505
26959872;12;508
21790720;11;508
10092544;2;508
4923392;1;508
12681600;3;509
29548928;13;509
31367552;14;509
33186176;15;509
33490624;10;510
33498816;9;510
33507008;8;510
33515200;7;510
33523392;6;510
33531584;5;510
33539776;4;510
33547968;0;510
25915776;12;512
20746624;11;512
9048448;2;512
3879296;1;512
33613504;1;513
33605312;2;513
12153088;3;513
33588928;11;513
33580736;12;513
29020416;13;513
30839040;14;513
32657664;15;513
33556160;15;514
33564352;14;514
33572544;13;514
33597120;3;514
12681664;3;517
29548992;13;517
31367616;14;517
33186240;15;517
123392;0;537
12928768;4;537
13584128;5;537
14239488;6;537
14894848;7;537
15598080;8;537
16294400;9;537
16990720;10;537
25915968;12;540
20746816;11;540
9048640;2;540
3879488;1;540
33547904;0;541
12153280;3;541
33539712;4;541
33531520;5;541
33523328;6;541
33515136;7;541
33506944;8;541
33498752;9;541
33490560;10;541
29020608;13;541
30839232;14;541
32657856;15;541
33580672;12;544
33588864;11;544
33605248;2;544
33613440;1;544
33597056;3;545
33572480;13;545
33564288;14;545
33556096;15;545
60544;0;547
640832;0;547
5631360;1;547
10800512;2;547
13453504;4;547
14108864;5;547
14764224;6;547
15419584;7;547
15535232;8;547
16115520;8;547
16231552;9;547
16811840;9;547
16927872;10;547
17508160;10;547
22498688;11;547
27667840;12;547
32373120;15;550
30554496;14;550
28735872;13;550
17507968;10;550
16811648;9;550
16115328;8;550
15419392;7;550
14764032;6;550
14108672;5;550
13453312;4;550
11868544;3;550
640640;0;550
12865920;4;551
13521280;5;551
14176640;6;551
14832000;7;551
5631104;1;553
10800256;2;553
22498432;11;553
27667584;12;553
33307136;15;554
31488512;14;554
29669888;13;554
25793600;12;554
20624448;11;554
12802560;3;554
8926272;2;554
3757120;1;554
17506112;10;560
16809792;9;560
16113472;8;560
15417536;7;560
14762176;6;560
14106816;5;560
13451456;4;560
638784;0;560
17504640;10;562
16808320;9;562
16112000;8;562
15404864;7;562
14749504;6;562
14094144;5;562
13438784;4;562
637312;0;562
60608;0;563
5629248;1;563
10798400;2;563
15535296;8;563
16231616;9;563
16927936;10;563
22496576;11;563
27665728;12;563
33305280;15;564
31486656;14;564
29668032;13;564
27093952;12;564
21924800;11;564
17502656;10;564
16806336;9;564
16110016;8;564
15402944;7;564
14747584;6;564
14092224;5;564
13436864;4;564
12800704;3;564
10226624;2;564
5057472;1;564
635328;0;564
5070080;1;565
10239232;2;565
12718272;3;565
21937408;11;565
27106560;12;565
29585600;13;565
31404224;14;565
33222848;15;565
32373184;15;566
33228608;15;566
30554560;14;566
31409984;14;566
28735936;13;566
29591360;13;566
11868608;3;566
12724032;3;566
5060608;1;567
10229760;2;567
12865984;4;567
13521344;5;567
14176704;6;567
14832064;7;567
21927936;11;567
27097088;12;567
33224832;15;568
31406208;14;568
29587584;13;568
12720256;3;568
5629312;1;569
10798464;2;569
12724096;3;569
22496640;11;569
27665792;12;569
29591424;13;569
31410048;14;569
33228672;15;569
33305344;15;570
31486720;14;570
29668096;13;570
25793664;12;570
20624512;11;570
12800768;3;570
8926336;2;570
3757184;1;570
16928000;10;602
16231680;9;602
15535360;8;602
60672;0;602
11868672;3;605
28736000;13;605
30554624;14;605
32373248;15;605
14832128;7;606
14176768;6;606
13521408;5;606
12866048;4;606
634944;0;607
13436480;4;607
14091840;5;607
14747200;6;607
15402560;7;607
16109632;8;607
16805952;9;607
17502272;10;607
15404800;7;608
14749440;6;608
14094080;5;608
13438720;4;608
3757248;1;609
8926400;2;609
20624576;11;609
25793728;12;609
27095936;12;610
21926784;11;610
10228608;2;610
5059456;1;610
12719552;3;611
29586880;13;611
31405504;14;611
33224128;15;611
5058304;1;615
10227456;2;615
21925632;11;615
27094784;12;615
33223424;15;616
31404800;14;616
29586176;13;616
17503040;10;616
16806720;9;616
16110400;8;616
15403264;7;616
14747904;6;616
14092544;5;616
13437184;4;616
12718848;3;616
635712;0;616
637376;0;617
16112064;8;617
16808384;9;617
17504704;10;617
16928064;10;618
16231744;9;618
15535424;8;618
60736;0;618
5057536;1;619
10226688;2;619
21924864;11;619
27094016;12;619
33222976;15;620
31404352;14;620
29585728;13;620
12718400;3;620
11868736;3;621
28736064;13;621
30554688;14;621
32373312;15;621
14832192;7;622
14176832;6;622
13521472;5;622
12866112;4;622
3757312;1;625
8926464;2;625
20624640;11;625
25793792;12;625
33488384;0;633
33455616;4;633
33447424;5;633
33439232;6;633
33431040;7;633
33422848;8;633
33414656;9;633
33406464;10;633
14830784;7;634
14175424;6;634
13520064;5;634
12864704;4;634
33390080;12;636
33398272;11;636
33472000;2;636
33480192;1;636
3755904;1;637
8925056;2;637
33463808;3;637
20623232;11;637
25792384;12;637
33381888;13;637
33373696;14;637
33365504;15;637
622656;0;641
13427328;4;641
14082688;5;641
14738048;6;641
15393408;7;641
16097344;8;641
16793664;9;641
17489984;10;641
59392;0;643
12864768;4;643
13520128;5;643
14175488;6;643
14830848;7;643
15534080;8;643
16230400;9;643
16926720;10;643
27077888;12;644
21908736;11;644
10210560;2;644
5041408;1;644
12707648;3;645
29574976;13;645
31393600;14;645
33212224;15;645
25792448;12;646
20623296;11;646
8925120;2;646
3755968;1;646
11867392;3;647
28734720;13;647
30553344;14;647
32371968;15;647
139200;0;649
15613888;8;649
16310208;9;649
17006528;10;649
14910592;7;650
14255232;6;650
13599872;5;650
12944512;4;650
14910656;7;652
14255296;6;652
13599936;5;652
12944576;4;652
3917824;1;653
9086976;2;653
12260928;3;653
20785152;11;653
25954304;12;653
29128256;13;653
30946880;14;653
32765504;15;653
17006656;10;660
16310336;9;660
15614016;8;660
14910784;7;660
14255424;6;660
13600064;5;660
12944704;4;660
139328;0;660
636288;0;663
3917952;1;663
9087104;2;663
12261056;3;663
13437760;4;663
14093120;5;663
14748480;6;663
15403840;7;663
16110976;8;663
16807296;9;663
17503616;10;663
20785280;11;663
25954432;12;663
29128384;13;663
30947008;14;663
32765632;15;663
25954496;12;664
20785344;11;664
17006720;10;664
16310400;9;664
15614080;8;664
9087168;2;664
3918016;1;664
139392;0;664
33227008;15;666
31408384;14;666
29589760;13;666
27098816;12;666
21929664;11;666
12722432;3;666
10231488;2;666
5062336;1;666
208576;0;667
13014144;4;667
13669504;5;667
14324864;6;667
14980224;7;667
15683264;8;667
16379584;9;667
17075904;10;667
32810176;15;670
30991552;14;670
29172928;13;670
26026432;12;670
20857280;11;670
12305600;3;670
9159104;2;670
3989952;1;670
208640;0;671
15683328;8;671
16379648;9;671
17075968;10;671
12305664;3;673
29172992;13;673
30991616;14;673
32810240;15;673
13014208;4;675
13669568;5;675
14324928;6;675
14980288;7;675
26026496;12;682
20857344;11;682
9159168;2;682
3990016;1;682
208704;0;687
15683392;8;687
16379712;9;687
17076032;10;687
12305728;3;689
29173056;13;689
30991680;14;689
32810304;15;689
14980352;7;690
14324992;6;690
13669632;5;690
13014272;4;690
3990080;1;693
9159232;2;693
20857408;11;693
26026560;12;693
332544;0;695
13138944;4;695
13794304;5;695
14449664;6;695
15105024;7;695
15807232;8;695
16503552;9;695
17199872;10;695
26065152;12;698
20896000;11;698
9197824;2;698
4028672;1;698
32838336;15;700
31019712;14;700
29201088;13;700
12333760;3;700
13139008;4;701
13794368;5;701
14449728;6;701
15105088;7;701
208768;0;705
15683456;8;705
16379776;9;705
17076096;10;705
12305792;3;707
29173120;13;707
30991744;14;707
32810368;15;707
13014336;4;709
13669696;5;709
14325056;6;709
14980416;7;709
26026624;12;716
20857472;11;716
9159296;2;716
3990144;1;716
208832;0;721
15683520;8;721
16379840;9;721
17076160;10;721
12305856;3;723
29173184;13;723
30991808;14;723
32810432;15;723
13014400;4;725
13669760;5;725
14325120;6;725
14980480;7;725
332608;0;729
15807296;8;729
16503616;9;729
17199936;10;729
26065216;12;732
20896064;11;732
9197888;2;732
4028736;1;732
32838400;15;734
31019776;14;734
29201152;13;734
12333824;3;734
13139072;4;735
13794432;5;735
14449792;6;735
15105152;7;735
3990208;1;741
9159360;2;741
20857536;11;741
26026688;12;741
14910848;7;746
14255488;6;746
13600128;5;746
12944768;4;746
139264;0;747
634752;0;747
12261120;3;747
13436352;4;747
14091712;5;747
14747072;6;747
15402432;7;747
15613952;8;747
16109440;8;747
16310272;9;747
16805760;9;747
17006592;10;747
17502080;10;747
29128448;13;747
30947072;14;747
32765696;15;747
635904;0;749
13437376;4;749
14092736;5;749
14748096;6;749
15403456;7;749
16110592;8;749
16806912;9;749
17503232;10;749
33223040;15;750
31404416;14;750
29585792;13;750
25954368;12;750
